feedback_id,source,app_name,feedback_text,rating,created_date,language,platform,feedback_length,feedback_word_count,has_question,has_exclamation,is_feature_request,issue_type,primary_issue_type,has_rating,has_feedback_text,review,Category,Sentiment,Priority,theme,pain_point
FDBK01049,Google Play,Grubhub,Money was deducted but the order was not confirmed. When several items are in the cart. I could not complete the task without retrying. It worked better in the past.,1.0,2025-12-10,Hindi,Android,165,30,0,0,0,payment|cart_checkout,payment,1,1,Money was deducted but the order was not confirmed. When several items are in the cart. I could not complete the task without retrying. It worked better in the past.,Cart/Checkout,Positive,Low,Payments / Checkout,Payment deducted without order confirmation
FDBK01050,Survey,DoorDash,The order tracking map stopped updating. While checking a previous order. I could not complete the task without retrying. It worked better in the past.,2.0,2026-06-09,Telugu,Android,151,25,0,0,0,order_tracking,order_tracking,1,1,The order tracking map stopped updating. While checking a previous order. I could not complete the task without retrying. It worked better in the past.,Cart/Checkout,Positive,Low,Order Tracking,Order tracking map is frozen/not updating
FDBK01051,Social Media,Uber Eats,I did not receive the order confirmation notification. After the latest update. It happened more than once. I would like a reliable experience here.,2.0,2026-01-05,English,Web,148,24,0,0,1,notifications|feature_request,notifications,1,1,I did not receive the order confirmation notification. After the latest update. It happened more than once. I would like a reliable experience here.,Cart/Checkout,Positive,Low,Notifications,Missing order confirmation notification
FDBK01052,Support Ticket,DoorDash,Search results are not relevant to what I type. On my android phone. It happened more than once. I would like a reliable experience here.,2.0,2026-01-17,English,Web,137,25,0,0,1,search|feature_request,search,1,1,Search results are not relevant to what I type. On my android phone. It happened more than once. I would like a reliable experience here.,Search,Positive,Low,Search Functionality,Irrelevant search results on Android
FDBK01053,Social Media,Uber Eats,Items disappear from my cart before checkout. On my iphone. It happened more than once. I would like a reliable experience here.,2.0,2026-07-29,Tamil,Web,128,22,0,0,1,cart_checkout|feature_request,cart_checkout,1,1,Items disappear from my cart before checkout. On my iphone. It happened more than once. I would like a reliable experience here.,Cart/Checkout,Positive,Low,Shopping Cart,Items disappearing from cart prior to checkout on iPhone
FDBK01054,Social Media,Uber Eats,Please add dark mode to the app. When using mobile data. It happened more than once. I would like a reliable experience here.,2.0,2026-03-30,Tamil,Web,125,23,0,0,1,feature_request,feature_request,1,1,Please add dark mode to the app. When using mobile data. It happened more than once. I would like a reliable experience here.,Feature Request,Positive,Low,Feature Request,Lack of dark mode option
FDBK01055,App Store,DoorDash,I cannot reach a real support agent through the app. After reopening the app. It happened more than once. I would like a reliable experience here.,2.0,2025-05-23,Hindi,iOS,146,26,0,0,1,feature_request|customer_support,feature_request,1,1,I cannot reach a real support agent through the app. After reopening the app. It happened more than once. I would like a reliable experience here.,Customer Support,Positive,Low,Customer Support,Unable to reach a live support agent via the app
FDBK01056,Google Play,Uber Eats,My saved address disappeared after the app update. During a busy lunch period. It happened more than once. I would like a reliable experience here.,1.0,2025-03-09,Tamil,iOS,147,25,0,0,1,feature_request|account,feature_request,1,1,My saved address disappeared after the app update. During a busy lunch period. It happened more than once. I would like a reliable experience here.,Feature Request,Positive,Low,User Data / Account,Saved addresses deleted after app update
FDBK01057,Survey,Grubhub,The app gave an inaccurate delivery estimate. While using the latest app version. It happened more than once. I would like a reliable experience here.,4.0,2026-01-03,English,Android,150,25,0,0,1,feature_request,feature_request,1,1,The app gave an inaccurate delivery estimate. While using the latest app version. It happened more than once. I would like a reliable experience here.,Feature Request,Positive,Low,Delivery / Tracking,Inaccurate delivery time estimates
FDBK01058,Email,Uber Eats,The app is easy to use and checkout is very smooth. When trying to complete checkout. It happened more than once. I would like a reliable experience here.,5.0,2025-07-10,English,iOS,154,28,0,0,1,cart_checkout|feature_request,cart_checkout,1,1,The app is easy to use and checkout is very smooth. When trying to complete checkout. It happened more than once. I would like a reliable experience here.,Cart/Checkout,Positive,Low,Checkout / Usability,Inconsistent checkout experience despite general ease of use
FDBK01059,Social Media,Uber Eats,The app crashes whenever I open the orders page. After returning to the app. It happened more than once. I would like a reliable experience here.,4.0,2025-11-08,English,Android,145,26,0,0,1,app_crash|feature_request,app_crash,1,1,The app crashes whenever I open the orders page. After returning to the app. It happened more than once. I would like a reliable experience here.,App Crash,Positive,High,App Stability / Crashes,App crashes specifically when opening the orders page
FDBK01060,Support Ticket,Uber Eats,The new interface is confusing and navigation takes too many steps. While ordering from a saved address. It happened more than once. I would like a reliable experience here.,2.0,2025-03-01,English,iOS,173,29,0,0,1,ui_ux|feature_request|account,ui_ux,1,1,The new interface is confusing and navigation takes too many steps. While ordering from a saved address. It happened more than once. I would like a reliable experience here.,UI/UX,Positive,Medium,User Interface / Navigation,Confusing interface and complex navigation steps when ordering
FDBK01061,Social Media,Zomato,The app takes too long to load even on a fast connection. When switching between wi-fi and mobile data. It happened more than once. I would like a reliable experience here.,3.0,2026-04-03,English,Android,172,31,0,0,1,performance|feature_request,performance,1,1,The app takes too long to load even on a fast connection. When switching between wi-fi and mobile data. It happened more than once. I would like a reliable experience here.,Performance,Positive,Low,Performance / Loading Speed,Slow app performance and loading issues during network switches
FDBK01062,Email,DoorDash,I cannot log in after the latest update. During the evening. It happened more than once. I would like a reliable experience here.,1.0,2025-10-11,Telugu,Web,129,23,0,0,1,login_auth|feature_request,login_auth,1,1,I cannot log in after the latest update. During the evening. It happened more than once. I would like a reliable experience here.,Login/Auth,Positive,Low,Authentication / Login,Login failures following the latest update
FDBK01063,Support Ticket,Uber Eats,Money was deducted but the order was not confirmed. After placing a second order. It happened more than once. I would like a reliable experience here.,,2026-08-03,Tamil,Android,150,26,0,0,1,payment|feature_request,payment,0,1,Money was deducted but the order was not confirmed. After placing a second order. It happened more than once. I would like a reliable experience here.,Payment,Positive,Low,Payments / Checkout,Funds deducted without successful order placement
FDBK01064,Support Ticket,Zomato,The order tracking map stopped updating. When several items are in the cart. It happened more than once. I would like a reliable experience here.,,2026-01-18,Telugu,Android,145,25,0,0,1,order_tracking|cart_checkout|feature_request,order_tracking,0,1,The order tracking map stopped updating. When several items are in the cart. It happened more than once. I would like a reliable experience here.,Cart/Checkout,Positive,Low,Order Tracking,Order tracking map fails to update in real-time
FDBK01065,Social Media,Zomato,I did not receive the order confirmation notification. While checking a previous order. It happened more than once. I would like a reliable experience here.,3.0,2025-05-30,English,Android,156,25,0,0,1,notifications|feature_request,notifications,1,1,I did not receive the order confirmation notification. While checking a previous order. It happened more than once. I would like a reliable experience here.,Cart/Checkout,Positive,Low,Notifications,Failure to send order confirmation alerts
FDBK01066,Survey,DoorDash,Search results are not relevant to what I type. After the latest update. This has happened several times today. I would like a reliable experience here.,2.0,2025-02-24,English,iOS,152,26,0,0,1,search|feature_request,search,1,1,Search results are not relevant to what I type. After the latest update. This has happened several times today. I would like a reliable experience here.,Search,Positive,Low,Search Functionality,Poor search relevance post-update
FDBK01067,App Store,Zomato,Items disappear from my cart before checkout. On my android phone. This has happened several times today. I would like a reliable experience here.,4.0,2025-10-26,English,Android,146,24,0,0,1,cart_checkout|feature_request,cart_checkout,1,1,Items disappear from my cart before checkout. On my android phone. This has happened several times today. I would like a reliable experience here.,Cart/Checkout,Positive,Low,Shopping Cart,Cart contents getting cleared unexpectedly on Android
FDBK01068,Support Ticket,DoorDash,Please add dark mode to the app. On my iphone. This has happened several times today. I would like a reliable experience here.,,2026-11-07,English,iOS,126,23,0,0,1,feature_request,feature_request,0,1,Please add dark mode to the app. On my iphone. This has happened several times today. I would like a reliable experience here.,Feature Request,Positive,Low,Feature Request,Missing dark mode theme on iOS
FDBK01069,App Store,Swiggy,I cannot reach a real support agent through the app. When using mobile data. This has happened several times today. I would like a reliable experience here.,,2025-09-04,English,iOS,156,27,0,0,1,feature_request|customer_support,feature_request,0,1,I cannot reach a real support agent through the app. When using mobile data. This has happened several times today. I would like a reliable experience here.,Customer Support,Positive,Low,Customer Support,Inability to connect with human customer support via mobile network
FDBK01070,Support Ticket,Zomato,My saved address disappeared after the app update. After reopening the app. This has happened several times today. I would like a reliable experience here.,3.0,2026-01-17,English,Android,155,25,0,0,1,feature_request|account,feature_request,1,1,My saved address disappeared after the app update. After reopening the app. This has happened several times today. I would like a reliable experience here.,Feature Request,Positive,Low,User Data / Account,Loss of saved user addresses following an update
FDBK01071,App Store,Grubhub,The app gave an inaccurate delivery estimate. During a busy lunch period. This has happened several times today. I would like a reliable experience here.,,2025-08-06,Telugu,Android,153,25,0,0,1,feature_request,feature_request,0,1,The app gave an inaccurate delivery estimate. During a busy lunch period. This has happened several times today. I would like a reliable experience here.,Feature Request,Positive,Low,Delivery Accuracy,Inaccurate delivery estimates provided during peak hours
FDBK01072,Google Play,Zomato,The app is easy to use and checkout is very smooth. While using the latest app version. This has happened several times today. I would like a reliable experience here.,4.0,2026-03-04,English,Web,167,30,0,0,1,cart_checkout|feature_request,cart_checkout,1,1,The app is easy to use and checkout is very smooth. While using the latest app version. This has happened several times today. I would like a reliable experience here.,Cart/Checkout,Positive,Low,User Interface & Checkout,"None (Positive feedback, though the user desires overall reliability)"
FDBK01073,Support Ticket,Zomato,The app crashes whenever I open the orders page. When trying to complete checkout. This has happened several times today. I would like a reliable experience here.,5.0,2025-12-23,Hindi,iOS,162,27,0,0,1,app_crash|cart_checkout|feature_request,app_crash,1,1,The app crashes whenever I open the orders page. When trying to complete checkout. This has happened several times today. I would like a reliable experience here.,App Crash,Positive,High,App Stability,App crashes when opening the orders page
FDBK01074,Social Media,Swiggy,The new interface is confusing and navigation takes too many steps. After returning to the app. This has happened several times today. I would like a reliable experience here.,1.0,2025-06-26,English,Android,175,29,0,0,1,ui_ux|feature_request,ui_ux,1,1,The new interface is confusing and navigation takes too many steps. After returning to the app. This has happened several times today. I would like a reliable experience here.,UI/UX,Positive,Medium,User Interface & Navigation,Confusing interface and too many navigation steps
FDBK01075,App Store,Zomato,The app takes too long to load even on a fast connection. While ordering from a saved address. This has happened several times today. I would like a reliable experience here.,2.0,2025-05-26,English,Android,174,31,0,0,1,performance|feature_request|account,performance,1,1,The app takes too long to load even on a fast connection. While ordering from a saved address. This has happened several times today. I would like a reliable experience here.,Performance,Positive,Low,App Performance,Slow loading times despite a fast connection
FDBK01076,Google Play,Uber Eats,I cannot log in after the latest update. When switching between wi-fi and mobile data. This has happened several times today. I would like a reliable experience here.,1.0,2026-03-12,Hindi,Android,166,28,0,0,1,login_auth|feature_request,login_auth,1,1,I cannot log in after the latest update. When switching between wi-fi and mobile data. This has happened several times today. I would like a reliable experience here.,Login/Auth,Positive,Low,Authentication,Unable to log in after the latest update
FDBK01077,Social Media,Grubhub,Money was deducted but the order was not confirmed. During the evening. This has happened several times today. I would like a reliable experience here.,1.0,2025-07-21,Telugu,Android,151,25,0,0,1,payment|feature_request,payment,1,1,Money was deducted but the order was not confirmed. During the evening. This has happened several times today. I would like a reliable experience here.,Payment,Positive,Low,Payment & Ordering,Money deducted without order confirmation
FDBK01078,Google Play,Swiggy,The order tracking map stopped updating. After placing a second order. This has happened several times today. I would like a reliable experience here.,2.0,2026-04-26,English,Android,150,24,0,0,1,order_tracking|feature_request,order_tracking,1,1,The order tracking map stopped updating. After placing a second order. This has happened several times today. I would like a reliable experience here.,Cart/Checkout,Positive,Low,Order Tracking,Order tracking map stops updating
FDBK01079,App Store,Grubhub,I did not receive the order confirmation notification. When several items are in the cart. This has happened several times today. I would like a reliable experience here.,4.0,2025-04-09,English,Android,170,28,0,0,1,notifications|cart_checkout|feature_request,notifications,1,1,I did not receive the order confirmation notification. When several items are in the cart. This has happened several times today. I would like a reliable experience here.,Cart/Checkout,Positive,Low,Notifications,Order confirmation notification not received
FDBK01080,App Store,DoorDash,Search results are not relevant to what I type. While checking a previous order. This has happened several times today. I would like a reliable experience here.,1.0,2025-12-26,Telugu,iOS,160,27,0,0,1,search|feature_request,search,1,1,Search results are not relevant to what I type. While checking a previous order. This has happened several times today. I would like a reliable experience here.,Search,Positive,Low,Search,Search results are irrelevant to the query
FDBK01081,Email,Grubhub,Items disappear from my cart before checkout. After the latest update. I had to restart the app to continue. I would like a reliable experience here.,,2025-12-27,English,Android,149,26,0,0,1,cart_checkout|feature_request,cart_checkout,0,1,Items disappear from my cart before checkout. After the latest update. I had to restart the app to continue. I would like a reliable experience here.,Cart/Checkout,Positive,Low,Cart Management,Items disappearing from cart before checkout
FDBK01082,App Store,Zomato,Please add dark mode to the app. On my android phone. I had to restart the app to continue. I would like a reliable experience here.,4.0,2025-04-12,English,Android,132,26,0,0,1,feature_request,feature_request,1,1,Please add dark mode to the app. On my android phone. I had to restart the app to continue. I would like a reliable experience here.,Feature Request,Positive,Low,Feature Request,Lack of dark mode option
FDBK01083,Google Play,Zomato,I cannot reach a real support agent through the app. On my iphone. I had to restart the app to continue. I would like a reliable experience here.,5.0,2026-07-05,Telugu,Web,145,28,0,0,1,feature_request|customer_support,feature_request,1,1,I cannot reach a real support agent through the app. On my iphone. I had to restart the app to continue. I would like a reliable experience here.,Customer Support,Positive,Low,Customer Support,Unable to reach a real support agent through the app
FDBK01084,Social Media,Swiggy,My saved address disappeared after the app update. When using mobile data. I had to restart the app to continue. I would like a reliable experience here.,3.0,2026-11-01,English,iOS,153,27,0,0,1,feature_request|account,feature_request,1,1,My saved address disappeared after the app update. When using mobile data. I had to restart the app to continue. I would like a reliable experience here.,Feature Request,Positive,Low,Account Management,Saved addresses disappeared after an update
FDBK01085,Email,Zomato,The app gave an inaccurate delivery estimate. After reopening the app. I had to restart the app to continue. I would like a reliable experience here.,2.0,2026-01-24,Hindi,Android,149,26,0,0,1,feature_request,feature_request,1,1,The app gave an inaccurate delivery estimate. After reopening the app. I had to restart the app to continue. I would like a reliable experience here.,Feature Request,Positive,Low,Delivery Accuracy,Inaccurate delivery estimates provided
FDBK01086,Google Play,Grubhub,The app is easy to use and checkout is very smooth. During a busy lunch period. I had to restart the app to continue. I would like a reliable experience here.,5.0,2025-11-18,English,Web,158,31,0,0,1,cart_checkout|feature_request,cart_checkout,1,1,The app is easy to use and checkout is very smooth. During a busy lunch period. I had to restart the app to continue. I would like a reliable experience here.,Cart/Checkout,Positive,Low,User Interface & Checkout,Forced to restart the app frequently
FDBK01087,Social Media,Swiggy,The app crashes whenever I open the orders page. While using the latest app version. I had to restart the app to continue. I would like a reliable experience here.,4.0,2026-05-01,English,iOS,163,30,0,0,1,app_crash|feature_request,app_crash,1,1,The app crashes whenever I open the orders page. While using the latest app version. I had to restart the app to continue. I would like a reliable experience here.,App Crash,Positive,High,App Stability,App crashes when opening the orders page
FDBK01088,Support Ticket,Uber Eats,The new interface is confusing and navigation takes too many steps. When trying to complete checkout. I had to restart the app to continue. I would like a reliable experience here.,3.0,2026-05-21,Telugu,iOS,180,31,0,0,1,ui_ux|cart_checkout|feature_request,ui_ux,1,1,The new interface is confusing and navigation takes too many steps. When trying to complete checkout. I had to restart the app to continue. I would like a reliable experience here.,UI/UX,Positive,Medium,User Interface & Navigation,Confusing interface and complex navigation during checkout
FDBK01089,Survey,DoorDash,The app takes too long to load even on a fast connection. After returning to the app. I had to restart the app to continue. I would like a reliable experience here.,4.0,2026-03-31,Hindi,Android,164,32,0,0,1,performance|feature_request,performance,1,1,The app takes too long to load even on a fast connection. After returning to the app. I had to restart the app to continue. I would like a reliable experience here.,Performance,Positive,Low,App Performance,Slow loading times when returning to the app
FDBK01090,Support Ticket,Zomato,I cannot log in after the latest update. While ordering from a saved address. I had to restart the app to continue. I would like a reliable experience here.,5.0,2025-03-13,English,Web,156,29,0,0,1,login_auth|feature_request|account,login_auth,1,1,I cannot log in after the latest update. While ordering from a saved address. I had to restart the app to continue. I would like a reliable experience here.,Login/Auth,Positive,Low,Authentication,Login failure after the latest update
FDBK01091,Email,Swiggy,Money was deducted but the order was not confirmed. When switching between wi-fi and mobile data. I had to restart the app to continue. I would like a reliable experience here.,3.0,2025-04-18,English,Android,176,31,0,0,1,payment|feature_request,payment,1,1,Money was deducted but the order was not confirmed. When switching between wi-fi and mobile data. I had to restart the app to continue. I would like a reliable experience here.,Payment,Positive,Low,Payment & Ordering,Payment deducted without successful order confirmation
FDBK01092,Email,Swiggy,The order tracking map stopped updating. During the evening. I had to restart the app to continue. I would like a reliable experience here.,5.0,2026-02-09,Tamil,Android,139,24,0,0,1,order_tracking|feature_request,order_tracking,1,1,The order tracking map stopped updating. During the evening. I had to restart the app to continue. I would like a reliable experience here.,Cart/Checkout,Positive,Low,Order Tracking,Order tracking map fails to update
FDBK01093,Support Ticket,Zomato,I did not receive the order confirmation notification. After placing a second order. I had to restart the app to continue. I would like a reliable experience here.,2.0,2025-08-03,Telugu,Web,163,28,0,0,1,notifications|feature_request,notifications,1,1,I did not receive the order confirmation notification. After placing a second order. I had to restart the app to continue. I would like a reliable experience here.,Cart/Checkout,Positive,Low,Notifications,Missing order confirmation notification
FDBK01094,Survey,Uber Eats,Search results are not relevant to what I type. When several items are in the cart. I had to restart the app to continue. I would like a reliable experience here.,,2025-06-05,English,iOS,162,31,0,0,1,search|cart_checkout|feature_request,search,0,1,Search results are not relevant to what I type. When several items are in the cart. I had to restart the app to continue. I would like a reliable experience here.,Search,Positive,Low,Search,Irrelevant search results
FDBK01095,Social Media,Grubhub,Items disappear from my cart before checkout. While checking a previous order. I had to restart the app to continue. I would like a reliable experience here.,3.0,2026-02-14,Hindi,Web,157,27,0,0,1,cart_checkout|feature_request,cart_checkout,1,1,Items disappear from my cart before checkout. While checking a previous order. I had to restart the app to continue. I would like a reliable experience here.,Cart/Checkout,Positive,Low,Cart Management,Items disappearing from cart unexpectedly
FDBK01096,Survey,Swiggy,Please add dark mode to the app. After the latest update. I had to try the same action again. I would like a reliable experience here.,2.0,2026-08-06,English,iOS,134,26,0,0,1,feature_request,feature_request,1,1,Please add dark mode to the app. After the latest update. I had to try the same action again. I would like a reliable experience here.,Feature Request,Positive,Low,App Appearance,Lack of dark mode and app unreliability requiring repeated actions
FDBK01097,Social Media,Zomato,I cannot reach a real support agent through the app. On my android phone. I had to try the same action again. I would like a reliable experience here.,2.0,2026-05-17,English,Android,150,29,0,0,1,feature_request|customer_support,feature_request,1,1,I cannot reach a real support agent through the app. On my android phone. I had to try the same action again. I would like a reliable experience here.,Customer Support,Positive,Low,Customer Support,Unable to contact a live support agent on Android
FDBK01098,Social Media,Swiggy,My saved address disappeared after the app update. On my iphone. I had to try the same action again. I would like a reliable experience here.,3.0,2025-02-24,English,Web,141,26,0,0,1,feature_request|account,feature_request,1,1,My saved address disappeared after the app update. On my iphone. I had to try the same action again. I would like a reliable experience here.,Feature Request,Positive,Low,Account Management,Saved addresses disappearing after an update on iOS
FDBK01099,Email,Grubhub,The app gave an inaccurate delivery estimate. When using mobile data. I had to try the same action again. I would like a reliable experience here.,2.0,2025-01-12,English,Android,146,26,0,0,1,feature_request,feature_request,1,1,The app gave an inaccurate delivery estimate. When using mobile data. I had to try the same action again. I would like a reliable experience here.,Feature Request,Positive,Low,Delivery Tracking,Inaccurate delivery estimates when using mobile data
FDBK01100,App Store,DoorDash,The app is easy to use and checkout is very smooth. After reopening the app. I had to try the same action again. I would like a reliable experience here.,5.0,2026-06-17,Tamil,Web,153,30,0,0,1,cart_checkout|feature_request,cart_checkout,1,1,The app is easy to use and checkout is very smooth. After reopening the app. I had to try the same action again. I would like a reliable experience here.,Cart/Checkout,Positive,Low,App Stability,Having to repeat actions after reopening the app
FDBK01101,Support Ticket,Grubhub,The app crashes whenever I open the orders page. During a busy lunch period. I had to try the same action again. I would like a reliable experience here.,4.0,2026-05-18,Telugu,Android,153,29,0,0,1,app_crash|feature_request,app_crash,1,1,The app crashes whenever I open the orders page. During a busy lunch period. I had to try the same action again. I would like a reliable experience here.,App Crash,Positive,High,App Stability,App crashes when opening the orders page during peak hours
FDBK01102,Survey,Uber Eats,The new interface is confusing and navigation takes too many steps. While using the latest app version. I had to try the same action again. I would like a reliable experience here.,1.0,2025-02-02,English,Web,180,32,0,0,1,ui_ux|feature_request,ui_ux,1,1,The new interface is confusing and navigation takes too many steps. While using the latest app version. I had to try the same action again. I would like a reliable experience here.,UI/UX,Positive,Medium,User Interface,Confusing interface and multi-step navigation in the latest version
FDBK01103,Google Play,Zomato,The app takes too long to load even on a fast connection. When trying to complete checkout. I had to try the same action again. I would like a reliable experience here.,1.0,2026-03-30,Telugu,iOS,168,32,0,0,1,performance|cart_checkout|feature_request,performance,1,1,The app takes too long to load even on a fast connection. When trying to complete checkout. I had to try the same action again. I would like a reliable experience here.,Performance,Positive,Low,Performance,Slow load times during checkout despite fast connection
FDBK01104,App Store,DoorDash,I cannot log in after the latest update. After returning to the app. I had to try the same action again. I would like a reliable experience here.,3.0,2025-06-18,Tamil,Web,145,28,0,0,1,login_auth|feature_request,login_auth,1,1,I cannot log in after the latest update. After returning to the app. I had to try the same action again. I would like a reliable experience here.,Login/Auth,Positive,Low,Authentication,Login failure following the latest app update
FDBK01105,Social Media,Uber Eats,Money was deducted but the order was not confirmed. While ordering from a saved address. I had to try the same action again. I would like a reliable experience here.,4.0,2026-05-15,Tamil,Web,165,30,0,0,1,payment|feature_request|account,payment,1,1,Money was deducted but the order was not confirmed. While ordering from a saved address. I had to try the same action again. I would like a reliable experience here.,Payment,Positive,Low,Payments & Checkout,Payment deducted without order confirmation when using a saved address
FDBK01106,Google Play,Uber Eats,The order tracking map stopped updating. When switching between wi-fi and mobile data. I had to try the same action again. I would like a reliable experience here.,4.0,2026-03-05,English,Web,163,28,0,0,1,order_tracking|feature_request,order_tracking,1,1,The order tracking map stopped updating. When switching between wi-fi and mobile data. I had to try the same action again. I would like a reliable experience here.,Cart/Checkout,Positive,Low,Delivery Tracking,Order tracking map freezes when switching network connections
FDBK01107,Support Ticket,DoorDash,I did not receive the order confirmation notification. During the evening. I had to try the same action again. I would like a reliable experience here.,,2026-01-22,English,Android,151,26,0,0,1,notifications|feature_request,notifications,0,1,I did not receive the order confirmation notification. During the evening. I had to try the same action again. I would like a reliable experience here.,Cart/Checkout,Positive,Low,Notifications,Missing order confirmation notifications in the evening
FDBK01108,Support Ticket,DoorDash,Search results are not relevant to what I type. After placing a second order. I had to try the same action again. I would like a reliable experience here.,,2025-02-16,Tamil,Android,154,29,0,0,1,search|feature_request,search,0,1,Search results are not relevant to what I type. After placing a second order. I had to try the same action again. I would like a reliable experience here.,Search,Positive,Low,Search,Irrelevant search results
FDBK01109,Survey,DoorDash,Items disappear from my cart before checkout. When several items are in the cart. I had to try the same action again. I would like a reliable experience here.,1.0,2025-12-16,English,Web,158,29,0,0,1,cart_checkout|feature_request,cart_checkout,1,1,Items disappear from my cart before checkout. When several items are in the cart. I had to try the same action again. I would like a reliable experience here.,Cart/Checkout,Positive,Low,Cart & Checkout,Items disappearing from the cart before checkout
FDBK01110,App Store,Zomato,Please add dark mode to the app. While checking a previous order. I had to try the same action again. I would like a reliable experience here.,5.0,2025-12-26,English,iOS,142,27,0,0,1,feature_request,feature_request,1,1,Please add dark mode to the app. While checking a previous order. I had to try the same action again. I would like a reliable experience here.,Feature Request,Positive,Low,App Appearance,Lack of dark mode and having to repeat actions while viewing order history
FDBK01111,Support Ticket,Swiggy,I cannot reach a real support agent through the app. After the latest update. The problem made the order process difficult. I would like a reliable experience here.,,2025-03-28,English,Android,164,28,0,0,1,feature_request|customer_support,feature_request,0,1,I cannot reach a real support agent through the app. After the latest update. The problem made the order process difficult. I would like a reliable experience here.,Customer Support,Neutral,Medium,Customer Support,"Unable to reach a real support agent, complicating the ordering process"
FDBK01112,Survey,Uber Eats,My saved address disappeared after the app update. On my android phone. The problem made the order process difficult. I would like a reliable experience here.,1.0,2025-01-21,Telugu,Web,158,26,0,0,1,feature_request|account,feature_request,1,1,My saved address disappeared after the app update. On my android phone. The problem made the order process difficult. I would like a reliable experience here.,Cart/Checkout,Negative,High,Account Management,"Saved address lost on Android after an update, disrupting ordering"
FDBK01113,Survey,Grubhub,The app gave an inaccurate delivery estimate. On my iphone. The problem made the order process difficult. I would like a reliable experience here.,5.0,2025-10-01,English,iOS,146,24,0,0,1,feature_request,feature_request,1,1,The app gave an inaccurate delivery estimate. On my iphone. The problem made the order process difficult. I would like a reliable experience here.,Cart/Checkout,Negative,Medium,Delivery Tracking,Inaccurate delivery estimates on iPhone affecting the order process
FDBK01114,Email,Swiggy,The app is easy to use and checkout is very smooth. When using mobile data. The problem made the order process difficult. I would like a reliable experience here.,5.0,2026-01-22,Hindi,Android,162,29,0,0,1,cart_checkout|feature_request,cart_checkout,1,1,The app is easy to use and checkout is very smooth. When using mobile data. The problem made the order process difficult. I would like a reliable experience here.,Cart/Checkout,Positive,Medium,App Stability,Network-related issues on mobile data making the order process difficult
FDBK01115,Email,DoorDash,The app crashes whenever I open the orders page. After reopening the app. The problem made the order process difficult. I would like a reliable experience here.,3.0,2025-07-30,English,iOS,160,27,0,0,1,app_crash|feature_request,app_crash,1,1,The app crashes whenever I open the orders page. After reopening the app. The problem made the order process difficult. I would like a reliable experience here.,App Crash,Negative,High,App Stability,App crashes on the orders page making ordering difficult
FDBK01116,Survey,Swiggy,The new interface is confusing and navigation takes too many steps. During a busy lunch period. The problem made the order process difficult. I would like a reliable experience here.,2.0,2026-01-08,Telugu,Android,182,30,0,0,1,ui_ux|feature_request,ui_ux,1,1,The new interface is confusing and navigation takes too many steps. During a busy lunch period. The problem made the order process difficult. I would like a reliable experience here.,UI/UX,Negative,High,User Interface,Confusing interface and complex navigation during peak hours
FDBK01117,Support Ticket,Grubhub,The app takes too long to load even on a fast connection. While using the latest app version. The problem made the order process difficult. I would like a reliable experience here.,1.0,2025-10-22,Hindi,Android,180,32,0,0,1,performance|feature_request,performance,1,1,The app takes too long to load even on a fast connection. While using the latest app version. The problem made the order process difficult. I would like a reliable experience here.,Performance,Negative,High,Performance,Slow app loading times on the latest version hindering the order process
FDBK01118,Support Ticket,DoorDash,I cannot log in after the latest update. When trying to complete checkout. The problem made the order process difficult. I would like a reliable experience here.,4.0,2025-04-05,English,Web,161,27,0,0,1,login_auth|cart_checkout|feature_request,login_auth,1,1,I cannot log in after the latest update. When trying to complete checkout. The problem made the order process difficult. I would like a reliable experience here.,Cart/Checkout,Negative,Medium,Authentication,Login failure during checkout preventing order completion
FDBK01119,Google Play,DoorDash,Money was deducted but the order was not confirmed. After returning to the app. The problem made the order process difficult. I would like a reliable experience here.,2.0,2026-03-14,Telugu,iOS,166,28,0,0,1,payment|feature_request,payment,1,1,Money was deducted but the order was not confirmed. After returning to the app. The problem made the order process difficult. I would like a reliable experience here.,Payment,Negative,High,Payments & Checkout,Money deducted without order confirmation upon returning to the app
FDBK01120,Survey,Uber Eats,The order tracking map stopped updating. While ordering from a saved address. The problem made the order process difficult. I would like a reliable experience here.,2.0,2026-03-20,English,Web,164,26,0,0,1,order_tracking|feature_request|account,order_tracking,1,1,The order tracking map stopped updating. While ordering from a saved address. The problem made the order process difficult. I would like a reliable experience here.,Cart/Checkout,Negative,High,Delivery Tracking,Tracking map stops updating when ordering from a saved address
FDBK01121,Social Media,Grubhub,I did not receive the order confirmation notification. When switching between wi-fi and mobile data. The problem made the order process difficult. I would like a reliable experience here.,1.0,2026-07-15,English,Web,187,29,0,0,1,notifications|feature_request,notifications,1,1,I did not receive the order confirmation notification. When switching between wi-fi and mobile data. The problem made the order process difficult. I would like a reliable experience here.,Cart/Checkout,Negative,High,Notifications,Did not receive order confirmation notification when switching networks
FDBK01122,Social Media,Grubhub,Search results are not relevant to what I type. During the evening. The problem made the order process difficult. I would like a reliable experience here.,2.0,2025-08-07,Telugu,Web,154,26,0,0,1,search|feature_request,search,1,1,Search results are not relevant to what I type. During the evening. The problem made the order process difficult. I would like a reliable experience here.,Search,Negative,High,Search,Search results are irrelevant to user input
