feedback_id,customer_id,restaurant_id,restaurant_name,feedback_text,rating,source,created_date,city,language,reviewer_name,state,review_title,visit_type,food_rating,delivery_rating,order_value,order_id,delivery_partner,delivery_time,survey_id,satisfaction_score,recommend_score,food_quality,service_quality,cleanliness,ticket_id,issue_category,priority,status,email_id,subject,request_id,feature_category,feature_title,staff_rating,ambience_rating,post_id,platform,username,engagement,review,Category,Sentiment,Priority
FB100502,CUS0062,RES007,BiryaniBox Pune,"The new BiryaniBox mobile application is brilliant! Clean, modern UI with smooth category navigation and quick customization sliders for spice levels and extra salan. The live GPS rider tracking feature works with pinpoint accuracy. Ordering biryani in Pune has never been easier or faster. Kudos to the tech development team!",5.0,Uber Eats,2024-06-10,,,,,,,,,,ORD100152,,56 mins,,,,,,,,,,,,,,,,,,,,,,the new biryanibox mobile application is brilliant clean modern ui with smooth category navigation and quick customization sliders for spice levels and extra salan the live gps rider tracking feature works with pinpoint accuracy ordering biryani in pune has never been easier or faster kudos to the tech development team,Food,Positive,Low
FB100503,CUS0063,RES008,BiryaniBox Mumbai,"Smooth and seamless payment experience on the official BiryaniBox app! The UPI payment gateway processed our transaction instantly in under 3 seconds without any lagging or error screens. I also received an instant 50 INR cashback coupon applied automatically to my wallet. Fast, secure, and hassle-free payment system for Mumbai customers.",5.0,Uber Eats,2024-06-28,,,,,,,,,,ORD100153,,,,,,,,,,,,,,,,,,,,,,,,smooth and seamless payment experience on the official biryanibox app the upi payment gateway processed our transaction instantly in under seconds without any lagging or error screens i also received an instant inr cashback coupon applied automatically to my wallet fast secure and hasslefree payment system for mumbai customers,Food,Positive,Low
FB100504,CUS0064,RES001,BiryaniBox Vijayawada,"Smooth and seamless payment experience on the official BiryaniBox app! The UPI payment gateway processed our transaction instantly in under 3 seconds without any lagging or error screens. I also received an instant 50 INR cashback coupon applied automatically to my wallet. Fast, secure, and hassle-free payment system for Vijayawada customers.",4.0,Uber Eats,2024-01-11,,,,,,,,,,ORD100154,,58 mins,,,,,,,,,,,,,,,,,,,,,,smooth and seamless payment experience on the official biryanibox app the upi payment gateway processed our transaction instantly in under seconds without any lagging or error screens i also received an instant inr cashback coupon applied automatically to my wallet fast secure and hasslefree payment system for vijayawada customers,Food,Positive,Low
FB100505,CUS0065,RES002,BiryaniBox Guntur,"Prompt and swift table service! Even with a full dining room, the staff managed orders flawlessly. Starters arrived in 7 minutes and main course biryani was brought out right after. Smooth dining experience without tedious waiting. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Uber Eats,2024-06-24,,,,,,,,,,ORD100155,,58 mins,,,,,,,,,,,,,,,,,,,,,,prompt and swift table service even with a full dining room the staff managed orders flawlessly starters arrived in minutes and main course biryani was brought out right after smooth dining experience without tedious waiting furthermore the staff hygiene standards and overall brand consistency at biryanibox guntur remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Low
FB100506,CUS0066,RES003,BiryaniBox Hyderabad,"The restaurant personnel at BiryaniBox Hyderabad were professional and well trained. Staff members wore masks and gloves, maintaining strict hygiene standards. Orders were served hot and fresh with minimal waiting time. Their friendly attitude made our celebration memorable. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",5.0,Uber Eats,2024-01-07,,,,,,,,,,ORD100156,,50 mins,,,,,,,,,,,,,,,,,,,,,,the restaurant personnel at biryanibox hyderabad were professional and well trained staff members wore masks and gloves maintaining strict hygiene standards orders were served hot and fresh with minimal waiting time their friendly attitude made our celebration memorable furthermore the staff hygiene standards and overall brand consistency at biryanibox hyderabad remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,High
FB100507,CUS0067,RES004,BiryaniBox Visakhapatnam,"Moderate waiting queue at the entrance. The host managed seating fairly, taking around 15 minutes to assign us a table for four. Standard weekend waiting time. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Visakhapatnam remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Uber Eats,2024-01-27,,,,,,,,,,ORD100157,,33 mins,,,,,,,,,,,,,,,,,,,,,,moderate waiting queue at the entrance the host managed seating fairly taking around minutes to assign us a table for four standard weekend waiting time furthermore the staff hygiene standards and overall brand consistency at biryanibox visakhapatnam remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Neutral,Medium
FB100508,CUS0068,RES005,BiryaniBox Bengaluru,"The food arrived in decent condition. Container seals held up during transit, though the outer bag showed slight oil marks near the base. Food remained warm enough to eat without reheating. Average packaging quality that gets the job done for routine takeaway orders. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Bengaluru remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Uber Eats,2024-03-24,,,,,,,,,,ORD100158,,35 mins,,,,,,,,,,,,,,,,,,,,,,the food arrived in decent condition container seals held up during transit though the outer bag showed slight oil marks near the base food remained warm enough to eat without reheating average packaging quality that gets the job done for routine takeaway orders furthermore the staff hygiene standards and overall brand consistency at biryanibox bengaluru remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Medium
FB100509,CUS0069,RES006,BiryaniBox Chennai,"The food arrived in decent condition. Container seals held up during transit, though the outer bag showed slight oil marks near the base. Food remained warm enough to eat without reheating. Average packaging quality that gets the job done for routine takeaway orders. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Uber Eats,2024-06-02,,,,,,,,,,ORD100159,,61 mins,,,,,,,,,,,,,,,,,,,,,,the food arrived in decent condition container seals held up during transit though the outer bag showed slight oil marks near the base food remained warm enough to eat without reheating average packaging quality that gets the job done for routine takeaway orders furthermore the staff hygiene standards and overall brand consistency at biryanibox chennai remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Medium
FB100510,CUS0070,RES007,BiryaniBox Pune,"The resturant personnel at biryaniiBox Pune were professional and well trained. Staff members wore masks and gloves, maintaining strict hygiene standards. Orders were served hot and fresh with minimal wating time. Their friendly attitude made our celebration memorable. Furthermore, the staff hygiene standards and overall brand consistency at biryaniiBox Pune remain commendable across repeat visits. We look forward to ordering our next meal here soon.",5.0,Uber Eats,2024-04-21,,,,,,,,,,ORD100160,,50 mins,,,,,,,,,,,,,,,,,,,,,,the resturant personnel at biryaniibox pune were professional and well trained staff members wore masks and gloves maintaining strict hygiene standards orders were served hot and fresh with minimal wating time their friendly attitude made our celebration memorable furthermore the staff hygiene standards and overall brand consistency at biryaniibox pune remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Low
FB100511,CUS0071,RES008,BiryaniBox Mumbai,"The packaging quality from biryaniiBox Mumbai is top-class! They use sturdy, eco-friendly tin containers with tamper-evident seals that lock in the heat and aroma effectively. The salan and raita were sealed in thick spill-proof pouches, preventing any messy leaks inside the outer paper bag. Unboxing felt premium and hygienic. Very impressed with the attention to packaging detail in Mumbai.",5.0,Uber Eats,2024-03-05,,,,,,,,,,ORD100161,,27 mins,,,,,,,,,,,,,,,,,,,,,,the packaging quality from biryaniibox mumbai is topclass they use sturdy ecofriendly tin containers with tamperevident seals that lock in the heat and aroma effectively the salan and raita were sealed in thick spillproof pouches preventing any messy leaks inside the outer paper bag unboxing felt premium and hygienic very impressed with the attention to packaging detail in mumbai,Food,Positive,Low
FB100512,CUS0072,RES001,BiryaniBox Vijayawada,"Location GPS auto-detect places the delivery pin miles away from my actual residence in Vijayawada, leading to wrong address assignments and canceled orders. Terrible GPS mapping integration that frustrates customers. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2.0,Uber Eats,2024-01-23,,,,,,,,,,ORD100162,,44 mins,,,,,,,,,,,,,,,,,,,,,,location gps autodetect places the delivery pin miles away from my actual residence in vijayawada leading to wrong address assignments and canceled orders terrible gps mapping integration that frustrates customers furthermore the staff hygiene standards and overall brand consistency at biryanibox vijayawada remain commendable across repeat visits we look forward to ordering our next meal here soon,Delivery,Negative,High
FB100513,CUS0073,RES002,BiryaniBox Guntur,"Fantastic delivery experience for our late-night biryani cravings! The rider located our residence in Guntur effortlessly without calling multiple times for directions. The tin containers retained heat exceptionally well, ensuring the biryani and starter were steaming fresh when opened. Prompt, professional, and reliable service that makes ordering online a total pleasure.",5.0,Uber Eats,2024-01-14,,,,,,,,,,ORD100163,,36 mins,,,,,,,,,,,,,,,,,,,,,,fantastic delivery experience for our latenight biryani cravings the rider located our residence in guntur effortlessly without calling multiple times for directions the tin containers retained heat exceptionally well ensuring the biryani and starter were steaming fresh when opened prompt professional and reliable service that makes ordering online a total pleasure,Delivery,Positive,High
FB100514,CUS0074,RES003,BiryaniBox Hyderabad,"No cutlery or napkins were included despite ticking the request box in the app. The curry container was cracked on one side, allowing oil to seep through the paper bag onto my car seat during pickup. Careless packaging management that reflects poor attention to detail at BiryaniBox Hyderabad. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2.0,Uber Eats,2024-07-13,,,,,,,,,,ORD100164,,28 mins,,,,,,,,,,,,,,,,,,,,,,no cutlery or napkins were included despite ticking the request box in the app the curry container was cracked on one side allowing oil to seep through the paper bag onto my car seat during pickup careless packaging management that reflects poor attention to detail at biryanibox hyderabad furthermore the staff hygiene standards and overall brand consistency at biryanibox hyderabad remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Negative,High
FB100515,CUS0075,RES004,BiryaniBox Visakhapatnam,"No cutlery or napkins were included despite ticking the request box in the app. The curry container was cracked on one side, allowing oil to seep through the paper bag onto my car seat during pickup. Careless packaging management that reflects poor attention to detail at BiryaniBox Visakhapatnam. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Visakhapatnam remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2.0,Uber Eats,2024-04-02,,,,,,,,,,ORD100165,,26 mins,,,,,,,,,,,,,,,,,,,,,,no cutlery or napkins were included despite ticking the request box in the app the curry container was cracked on one side allowing oil to seep through the paper bag onto my car seat during pickup careless packaging management that reflects poor attention to detail at biryanibox visakhapatnam furthermore the staff hygiene standards and overall brand consistency at biryanibox visakhapatnam remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Negative,High
FB100516,CUS0076,RES005,BiryaniBox Bengaluru,"Multiple payment options available including credit cards, debit cards, NetBanking, Paytm, and Amazon Pay. Checkout was effortless and instant OTP verification worked smoothly. Invoice was immediately sent to my registered email and phone number. Great fintech integration! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Bengaluru remain commendable across repeat visits. We look forward to ordering our next meal here soon.",5.0,Uber Eats,2024-01-25,,,,,,,,,,ORD100166,,61 mins,,,,,,,,,,,,,,,,,,,,,,multiple payment options available including credit cards debit cards netbanking paytm and amazon pay checkout was effortless and instant otp verification worked smoothly invoice was immediately sent to my registered email and phone number great fintech integration furthermore the staff hygiene standards and overall brand consistency at biryanibox bengaluru remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Low
FB100517,CUS0077,RES006,BiryaniBox Chennai,"Visited BiryaniBox Chennai with colleagues for lunch and ordered the Mutton Fry Piece Biryani along with Apollo Fish. The meat was tender, falling off the bone effortlesly, and the ghee flavor in the rice was rich without feeling excessively heavy. The spices were perfectly balanced, satisfying everyone at our table. The starters were served piping hot with fresh onion rings and lemon wedges. Excellent culinary quality and great value for money in the Chennai dining scene.",5.0,Uber Eats,2024-07-07,,,,,,,,,,ORD100167,,,,,,,,,,,,,,,,,,,,,,,,visited biryanibox chennai with colleagues for lunch and ordered the mutton fry piece biryani along with apollo fish the meat was tender falling off the bone effortlesly and the ghee flavor in the rice was rich without feeling excessively heavy the spices were perfectly balanced satisfying everyone at our table the starters were served piping hot with fresh onion rings and lemon wedges excellent culinary quality and great value for money in the chennai dining scene,Food,Positive,Low
FB100518,CUS0078,RES007,BiryaniBox Pune,"Extreme delay in kitchen output during lunch hour. We sat at the table for 40 minutes before even receiving water or cutlery. Food arrived lukewarm after an hour. Total operational failure at the Pune branch. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Pune remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2.0,Uber Eats,2024-07-08,,,,,,,,,,ORD100168,,60 mins,,,,,,,,,,,,,,,,,,,,,,extreme delay in kitchen output during lunch hour we sat at the table for minutes before even receiving water or cutlery food arrived lukewarm after an hour total operational failure at the pune branch furthermore the staff hygiene standards and overall brand consistency at biryanibox pune remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Negative,High
FB100519,CUS0079,RES008,BiryaniBox Mumbai,"Inattentive and careless floor staff. Waiters ignored our table for 20 minutes while attending exclusively to larger bill groups. Cutlery was dropped noisily without an apology, and our feedback was dismissed casually. Worst customer service experience we have encountered in Mumbai. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Mumbai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",2.0,Uber Eats,2024-02-11,,,,,,,,,,ORD100169,,44 mins,,,,,,,,,,,,,,,,,,,,,,inattentive and careless floor staff waiters ignored our table for minutes while attending exclusively to larger bill groups cutlery was dropped noisily without an apology and our feedback was dismissed casually worst customer service experience we have encountered in mumbai furthermore the staff hygiene standards and overall brand consistency at biryanibox mumbai remain commendable across repeat visits we look forward to ordering our next meal here soon,Service,Negative,High
FB100520,CUS0080,RES001,BiryaniBox Vijayawada,"Extremely disappointed with our dinner order from BiryaniBox Vijayawada. The Mutton Biryani rice tasted burnt and overcooked, while the mutton pieces were tough and rubbery. The salan was excessively salty and virtually inedible. We expected high standards from the Vijayawada branch, but quality control was completely missing today. Wasted our money and had to order food elsewhere. Immediate kitchen quality inspection is required.",1.0,Uber Eats,2024-06-24,,,,,,,,,,ORD100170,,45 mins,,,,,,,,,,,,,,,,,,,,,,extremely disappointed with our dinner order from biryanibox vijayawada the mutton biryani rice tasted burnt and overcooked while the mutton pieces were tough and rubbery the salan was excessively salty and virtually inedible we expected high standards from the vijayawada branch but quality control was completely missing today wasted our money and had to order food elsewhere immediate kitchen quality inspection is required,Food,Negative,High
FB100521,CUS0081,RES002,BiryaniBox Guntur,"Unacceptable delivery delay from BiryaniBox Guntur! The order arrived 50 minutes late, taking over an hour and fifteen minutes in total. The delivery agent refused to answer phone calls while we waited anxiously. When the parcel finally arrived, the biryani was completely cold and the paper bag was soaked in spilled curry. Terrible delivery service that ruined our evening plans in Guntur.",1.0,Uber Eats,2024-01-31,,,,,,,,,,ORD100171,,42 mins,,,,,,,,,,,,,,,,,,,,,,unacceptable delivery delay from biryanibox guntur the order arrived minutes late taking over an hour and fifteen minutes in total the delivery agent refused to answer phone calls while we waited anxiously when the parcel finally arrived the biryani was completely cold and the paper bag was soaked in spilled curry terrible delivery service that ruined our evening plans in guntur,Delivery,Negative,High
FB100522,CUS0082,RES003,BiryaniBox Hyderabad,"The new BiryaniBox mobile application is brilliant! Clean, modern UI with smooth category navigation and quick customization sliders for spice levels and extra salan. The live GPS rider tracking feature works with pinpoint accuracy. Ordering biryani in Hyderabad has never been easier or faster. Kudos to the tech development team!",,Uber Eats,2024-02-16,,,,,,,,,,ORD100172,,55 mins,,,,,,,,,,,,,,,,,,,,,,the new biryanibox mobile application is brilliant clean modern ui with smooth category navigation and quick customization sliders for spice levels and extra salan the live gps rider tracking feature works with pinpoint accuracy ordering biryani in hyderabad has never been easier or faster kudos to the tech development team,Food,Positive,High
FB100523,CUS0083,RES004,BiryaniBox Visakhapatnam,"The food arrived in decent condition. Container seals held up during transit, though the outer bag showed slight oil marks near the base. Food remained warm enough to eat without reheating. Average packaging quality that gets the job done for routine takeaway orders. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Visakhapatnam remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Uber Eats,2024-07-15,,,,,,,,,,ORD100173,,36 mins,,,,,,,,,,,,,,,,,,,,,,the food arrived in decent condition container seals held up during transit though the outer bag showed slight oil marks near the base food remained warm enough to eat without reheating average packaging quality that gets the job done for routine takeaway orders furthermore the staff hygiene standards and overall brand consistency at biryanibox visakhapatnam remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Medium
FB100524,CUS0084,RES005,BiryaniBox Bengaluru,"The Chicken Dum Biryani delivered today from BiryaniBox Bengaluru was dripping in excess oil, making the bottom layer of rice completely soggy. The spices tasted raw and unblended, causing severe stomach discomfort later in the evening. Quality has visibly declined at the Bengaluru branch over recent months. I cannot recommend this place until strict quality standards are restored.",1.0,Uber Eats,2024-05-29,,,,,,,,,,ORD100174,,55 mins,,,,,,,,,,,,,,,,,,,,,,the chicken dum biryani delivered today from biryanibox bengaluru was dripping in excess oil making the bottom layer of rice completely soggy the spices tasted raw and unblended causing severe stomach discomfort later in the evening quality has visibly declined at the bengaluru branch over recent months i cannot recommend this place until strict quality standards are restored,Food,Negative,High
FB100525,CUS0085,RES006,BiryaniBox Chennai,"Moderate waiting queue at the entrance. The host managed seating fairly, taking around 15 minutes to assign us a table for four. Standard weekend waiting time. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Chennai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Uber Eats,2024-01-06,,,,,,,,,,ORD100175,,41 mins,,,,,,,,,,,,,,,,,,,,,,moderate waiting queue at the entrance the host managed seating fairly taking around minutes to assign us a table for four standard weekend waiting time furthermore the staff hygiene standards and overall brand consistency at biryanibox chennai remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Neutral,Medium
FB100526,CUS0086,RES007,BiryaniBox Pune,"STOOD OUTSIDE IN THE HEAT FOR OVER 45 MINUTES DESPITE PRE-BOOKING A TABLE ONLINE! WHEN WE FINALLY GOT SEATED, THE KITCHEN TOOK ANOTHER 35 MINUTES TO BRING OUT TWO BASIC CHICKEN BIRYANIS. UNACCEPTABLE OPERATIONAL DELAYS THAT TEST CUSTOMER PATIENCE. FURTHERMORE, THE STAFF HYGIENE STANDARDS AND OVERALL BRAND CONSISTENCY AT BIRYANIBOX PUNE REMAIN COMMENDABLE ACROSS REPEAT VISITS. WE LOOK FORWARD TO ORDERING OUR NEXT MEAL HERE SOON.",1.0,Uber Eats,2024-03-03,,,,,,,,,,ORD100176,,33 mins,,,,,,,,,,,,,,,,,,,,,,stood outside in the heat for over minutes despite prebooking a table online when we finally got seated the kitchen took another minutes to bring out two basic chicken biryanis unacceptable operational delays that test customer patience furthermore the staff hygiene standards and overall brand consistency at biryanibox pune remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Negative,High
FB100527,CUS0087,RES008,BiryaniBox Mumbai,"Failed card transaction error on the POS machine at Mumbai branch. The cashier charged my card twice asserting the first attempt failed, but both amounts were deducted from my account. Poor billing handling and unhelpful resolution from branch management. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Mumbai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",,Uber Eats,2024-04-12,,,,,,,,,,ORD100177,,,,,,,,,,,,,,,,,,,,,,,,failed card transaction error on the pos machine at mumbai branch the cashier charged my card twice asserting the first attempt failed but both amounts were deducted from my account poor billing handling and unhelpful resolution from branch management furthermore the staff hygiene standards and overall brand consistency at biryanibox mumbai remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Negative,High
FB100528,CUS0088,RES001,BiryaniBox Vijayawada,"The staff at BiryaniBox Vijayawada was professional but seemed overwhelmed by the weekend crowd in Vijayawada. Service was somewhat formal and hurried, though our table requests were eventually fulfilled. Standard hospitality overall, but hiring additional servers during peak hours would help ease staff stress. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Vijayawada remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Uber Eats,2024-04-04,,,,,,,,,,ORD100178,,59 mins,,,,,,,,,,,,,,,,,,,,,,the staff at biryanibox vijayawada was professional but seemed overwhelmed by the weekend crowd in vijayawada service was somewhat formal and hurried though our table requests were eventually fulfilled standard hospitality overall but hiring additional servers during peak hours would help ease staff stress furthermore the staff hygiene standards and overall brand consistency at biryanibox vijayawada remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Low
FB100529,CUS0089,RES002,BiryaniBox Guntur,"The staff at BiryaniBox Guntur was professional but seemed overwhelmed by the weekend crowd in Guntur. Service was somewhat formal and hurried, though our table requests were eventually fulfilled. Standard hospitality overall, but hiring additional servers during peak hours would help ease staff stress. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Guntur remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Uber Eats,2024-04-07,,,,,,,,,,ORD100179,,51 mins,,,,,,,,,,,,,,,,,,,,,,the staff at biryanibox guntur was professional but seemed overwhelmed by the weekend crowd in guntur service was somewhat formal and hurried though our table requests were eventually fulfilled standard hospitality overall but hiring additional servers during peak hours would help ease staff stress furthermore the staff hygiene standards and overall brand consistency at biryanibox guntur remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Low
FB100530,CUS0090,RES003,BiryaniBox Hyderabad,"Superb tamper-proof packaging that guarantees hygiene and fresh food delivery. The aluminum handi box preserved the ghee aroma of the biryani perfectly. Starter containers had steam vents to prevent moisture buildup, keeping the chicken crisp. Excellent packaging standards that other restaurants in Hyderabad should emulate. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Hyderabad remain commendable across repeat visits. We look forward to ordering our next meal here soon.",4.0,Uber Eats,2024-02-19,,,,,,,,,,ORD100180,,29 mins,,,,,,,,,,,,,,,,,,,,,,superb tamperproof packaging that guarantees hygiene and fresh food delivery the aluminum handi box preserved the ghee aroma of the biryani perfectly starter containers had steam vents to prevent moisture buildup keeping the chicken crisp excellent packaging standards that other restaurants in hyderabad should emulate furthermore the staff hygiene standards and overall brand consistency at biryanibox hyderabad remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,High
FB100531,CUS0091,RES004,BiryaniBox Visakhapatnam,"The restaurant personnel at BiryaniBox Visakhapatnam were professional and well trained. Staff members wore masks and gloves, maintaining strict hygiene standards. Orders were served hot and fresh with minimal waiting time. Their friendly attitude made our celebration memorable. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Visakhapatnam remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Uber Eats,2024-03-23,,,,,,,,,,ORD100181,,42 mins,,,,,,,,,,,,,,,,,,,,,,the restaurant personnel at biryanibox visakhapatnam were professional and well trained staff members wore masks and gloves maintaining strict hygiene standards orders were served hot and fresh with minimal waiting time their friendly attitude made our celebration memorable furthermore the staff hygiene standards and overall brand consistency at biryanibox visakhapatnam remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Low
FB100532,CUS0092,RES005,BiryaniBox Bengaluru,"Zero waiting time on a busy Friday night at BiryaniBox Bengaluru! We were seated immediately upon arrival, and our order of Special Mutton Biryani was served piping hot within 10 minutes. The kitchen operates with incredible speed and efficiency in Bengaluru. Outstanding table turnover and kitchen management! Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Bengaluru remain commendable across repeat visits. We look forward to ordering our next meal here soon.",4.0,Uber Eats,2024-04-22,,,,,,,,,,ORD100182,,58 mins,,,,,,,,,,,,,,,,,,,,,,zero waiting time on a busy friday night at biryanibox bengaluru we were seated immediately upon arrival and our order of special mutton biryani was served piping hot within minutes the kitchen operates with incredible speed and efficiency in bengaluru outstanding table turnover and kitchen management furthermore the staff hygiene standards and overall brand consistency at biryanibox bengaluru remain commendable across repeat visits we look forward to ordering our next meal here soon,Food,Positive,Low
FB100533,CUS0093,RES006,BiryaniBox Chennai,"ThE ChIcKeN DuM BiRyAnI DeLiVeReD ToDaY FrOm bIrYaNiBoX ChEnNaI WaS DrIpPiNg iN ExCeSs oIl, MaKiNg tHe bOtToM LaYeR Of rIcE CoMpLeTeLy sOgGy. ThE SpIcEs tAsTeD RaW AnD UnBlEnDeD, cAuSiNg sEvErE StOmAcH DiScOmFoRt lAtEr iN ThE EvEnInG. qUaLiTy hAs vIsIbLy dEcLiNeD At tHe cHeNnAi bRaNcH OvEr rEcEnT MoNtHs. I CaNnOt rEcOmMeNd tHiS PlAcE UnTiL StRiCt qUaLiTy sTaNdArDs aRe rEsToReD.",1.0,Uber Eats,2024-03-11,,,,,,,,,,ORD100183,,44 mins,,,,,,,,,,,,,,,,,,,,,,the chicken dum biryani delivered today from biryanibox chennai was dripping in excess oil making the bottom layer of rice completely soggy the spices tasted raw and unblended causing severe stomach discomfort later in the evening quality has visibly declined at the chennai branch over recent months i cannot recommend this place until strict quality standards are restored,Food,Negative,High
FB100534,CUS0094,RES007,BiryaniBox Pune,"Impressed by the ultra-fast delivery service from BiryaniBox Pune! The food arrived in just 22 minutes, well ahead of the estimated arrival time. The delivery partner was extremely polite, wore a clean uniform, and followed all drop-off instructions accurately. The packaging was piping hot and completely sealed with zero spillage. Seamless experience from app order placement to final delivery in Pune.",5.0,Uber Eats,2024-01-08,,,,,,,,,,ORD100184,,56 mins,,,,,,,,,,,,,,,,,,,,,,impressed by the ultrafast delivery service from biryanibox pune the food arrived in just minutes well ahead of the estimated arrival time the delivery partner was extremely polite wore a clean uniform and followed all dropoff instructions accurately the packaging was piping hot and completely sealed with zero spillage seamless experience from app order placement to final delivery in pune,Delivery,Positive,Low
FB100535,CUS0095,RES008,BiryaniBox Mumbai,"Order tracking on the app showed 'Delivered' 20 minutes before the rider actually arrived at our house! When we contacted support, we received automated unhelpful responses. The delayed delivery resulted in soggy starters and cold biryani. Highly frustrating logistics management that makes us hesitant to order again. Furthermore, the staff hygiene standards and overall brand consistency at BiryaniBox Mumbai remain commendable across repeat visits. We look forward to ordering our next meal here soon.",3.0,Uber Eats,2024-05-17,,,,,,,,,,ORD100185,,54 mins,,,,,,,,,,,,,,,,,,,,,,order tracking on the app showed delivered minutes before the rider actually arrived at our house when we contacted support we received automated unhelpful responses the delayed delivery resulted in soggy starters and cold biryani highly frustrating logistics management that makes us hesitant to order again furthermore the staff hygiene standards and overall brand consistency at biryanibox mumbai remain commendable across repeat visits we look forward to ordering our next meal here soon,Delivery,Negative,High
FB100536,CUS0096,RES001,BiryaniBox Vijayawada,"Frustrating payment failure on the app! Money was debited twice from my bank account via UPI, but the app displayed an 'Order Failed' screen. Customer support phone lines were busy and chat bot provided zero assistance. It took 6 days of continuous follow-ups to get my hard-earned money refunded. Unreliable payment infrastructure! ⚡",3.0,Uber Eats,04-Jul-2024,,,,,,,,,,ORD100186,,35 mins,,,,,,,,,,,,,,,,,,,,,,frustrating payment failure on the app money was debited twice from my bank account via upi but the app displayed an order failed screen customer support phone lines were busy and chat bot provided zero assistance it took days of continuous followups to get my hardearned money refunded unreliable payment infrastructure ⚡,Service,Negative,High
FB100537,,RES002,BiryaniBox Guntur,"Order placed during peak Sunday lunch hour was delivered in under 30 minutes by the BiryaniBox Guntur team. Real-time GPS tracking on the mobile app was pinpoint accurate. The driver handled the parcel with care, ensuring the salan pouches and raita cups remained intact without leaking. Kudos to the logistics team for managing rush hour so efficiently.",5.0,Uber Eats,2024-05-26,,,,,,,,,,ORD100187,,55 mins,,,,,,,,,,,,,,,,,,,,,,order placed during peak sunday lunch hour was delivered in under minutes by the biryanibox guntur team realtime gps tracking on the mobile app was pinpoint accurate the driver handled the parcel with care ensuring the salan pouches and raita cups remained intact without leaking kudos to the logistics team for managing rush hour so efficiently,Delivery,Positive,Low
